"28 Richmond Avenue Cremorne, NSW, 2090",LOT 25 DP5210 SEC B,Residential,697,5,3,2,0,"18 Mar 2019:$5,235,000、12 Jun 2008:$3,520,000、9 Sep 2003:$2,000,000、1 Jun 1996:$771,000、21 May 1994:$735,000、"
"64 Parraween Street Cremorne, NSW, 2090",LOT B DP412718,Residential,228,2,1,1,1925,"7 Mar 2019:$2,950,000、24 Jun 2005:$767,500、10 Jul 2002:$728,000、1 Feb 1985:$105,000、"
"49A Rangers Road Cremorne, NSW, 2090",LOT 51 DP816948,Residential,250,3,2,2,0,"2 Mar 2019:$1,795,000、5 Mar 2000:$720,000、7 Jun 1997:$641,000、28 Feb 1992:$175,000、"
"45 Montague Road Cremorne, NSW, 2090",LOT 1 DP810322,Residential,302,3,2,1,1950,"28 Feb 2019:$2,160,000、12 Dec 2007:$1,453,000、5 Apr 2000:$645,000、4 Nov 1993:$360,500、23 Sep 1993:$360,500、16 Aug 1991:$280,000、26 Jun 1991:$255,000、"
"18 Ellalong Road Cremorne, NSW, 2090",LOT 29 DP19883,Low Density Residential,727,4,2,3,1920,"25 Feb 2019:$3,250,000、12 Mar 2015:$2,330,000、12 Mar 1996:$580,000、25 Oct 1983:$162,000、"
"27 Earle Street Cremorne, NSW, 2090",LOT 19 DP979110 SEC 1,Residential,504,0,0,1,0,27 Feb 2019:$0、
"30 Ellalong Road Cremorne, NSW, 2090",LOT D DP18994,Low Density Residential,493,4,2,1,1920,"22 Feb 2019:$2,770,000、11 Oct 2013:$1,950,000、30 May 2002:$1,005,000、"
"44 Ellalong Road Cremorne, NSW, 2090",LOT 45 DP10291,Residential,511,4,2,2,1950,"21 Feb 2019:$2,655,000、17 Dec 2004:$1,500,000、13 Feb 1995:$520,000、10 Jul 1992:$0、"
"37 Bennett Street Cremorne, NSW, 2090",LOT 2 DP838918,Residential,270,4,3,2,0,"14 Feb 2019:$1,050,000、28 Feb 2004:$2,270,000、2 Sep 2000:$1,985,000、"
"2 Florence Street Cremorne, NSW, 2090",LOT 11 DP627762,Low Density Residential,613,4,2,3,1895,"14 Feb 2019:$0、14 Jun 2013:$2,550,000、10 May 2001:$1,175,000、2 Nov 1996:$730,000、25 Jun 1986:$320,000、"
"17-19 Old Lane Cremorne, NSW, 2090",LOT 1 SP31140,Residential,281,2,1,1,0,"14 Feb 2019:$0、1 Jan 1997:$300,000、7 Jul 1993:$275,000、21 May 1993:$275,000、14 Mar 1989:$280,000、"
"123 Young Street Cremorne, NSW, 2090",LOT 4 DP229503,Residential,310,3,2,2,1920,"12 Feb 2019:$2,280,000、3 Mar 2010:$1,450,000、21 Jul 2006:$1,150,000、11 May 2001:$930,000、1 May 1992:$355,000、21 Apr 1992:$185,000、24 Jan 1992:$210,000、17 Jan 1992:$160,000、15 Jan 1992:$185,000、13 Dec 1991:$260,000、29 Nov 1991:$190,000、27 Nov 1991:$167,000、10 Aug 1991:$1,760,000、"
"5 Ryries Parade Cremorne, NSW, 2090",LOT 52 DP10291,Residential,506,2,2,1,1920,"11 Feb 2019:$2,426,000、"
"25 Montague Road Cremorne, NSW, 2090",LOT 2 DP200661,Residential,348,2,1,1,0,"9 Feb 2019:$1,736,000、15 Oct 1992:$295,000、"
"15 Ellalong Road Cremorne, NSW, 2090",LOT 14 DP9083,Residential,512,4,3,2,1900,"27 Jan 2019:$0、11 Aug 2009:$0、3 Mar 2006:$1,637,500、10 Feb 2005:$1,500,000、"
"19 Bennett Street Cremorne, NSW, 2090",LOT 21 DP1260567,[],"3,214",0,0,0,0,"8 Feb 2019:$1,450,000、"
"14 Richmond Avenue Cremorne, NSW, 2090",LOT 32 DP5210 SEC B,Residential,697,3,1,1,0,"21 Dec 2018:$3,000,000、5 Jun 1998:$950,000、21 Sep 1993:$580,000、"
"11A Brightmore Street Cremorne, NSW, 2090",LOT 1 DP966813,Residential,413,3,1,1,1930,"25 Jan 2019:$2,380,000、22 Nov 2018:$0、9 Nov 1992:$0、"
"70 Belgrave Street Cremorne, NSW, 2090",LOT 3 DP867556,Residential,211,2,1,1,1910,"22 Jan 2019:$1,550,000、20 May 2011:$895,000、3 Jun 1997:$357,000、"
"8 Wonga Road Cremorne, NSW, 2090",LOT 88 DP10291,Residential,"1,166",8,8,2,1995,"10 Dec 2018:$18,800,000、18 Nov 2008:$7,100,000、3 Oct 1991:$1,220,000、"
"13 Richmond Avenue Cremorne, NSW, 2090",LOT 5 DP22892,Residential,449,4,2,1,0,"7 Dec 2018:$2,250,000、9 May 1998:$480,000、2 Jun 1989:$320,000、"
"6 Fernhurst Avenue Cremorne, NSW, 2090",LOT 14 DP18381,Residential,620,4,2,2,1946,"19 Nov 2018:$2,998,000、"
"35 Montague Road Cremorne, NSW, 2090",LOT 2 DP971747,Residential,348,3,1,0,1920,"4 Dec 2018:$1,975,000、29 Jan 2018:$0、"
"56 Parraween Street Cremorne, NSW, 2090",LOT C DP366345,High Density Residential,240,4,3,1,1920,"26 Nov 2018:$3,325,000、14 Sep 2016:$2,800,000、30 Apr 2011:$815,000、3 Sep 1996:$270,000、20 Oct 1994:$251,000、"
"20 Ryries Parade Cremorne, NSW, 2090",LOT 64 DP10291,Environmental Living,651,5,3,2,2003,"17 Nov 2018:$4,701,000、1 Nov 2014:$3,675,000、13 Jul 2006:$3,700,000、5 Aug 1999:$850,000、9 Mar 1983:$128,000、"
"120 Macpherson Street Cremorne, NSW, 2090",LOT 2 DP9859,Low Density Residential,411,4,3,4,2018,"14 Nov 2018:$3,699,000、29 Jul 2016:$2,177,000、16 Mar 2016:$0、15 Jun 1997:$250,000、2 Mar 1984:$79,000、"
"284 Military Road Cremorne, NSW, 2090",LOT 36 DP78262,Residential,588,2,1,1,1930,"2 Nov 2018:$7,150,000、19 Jun 2013:$1,382,000、7 Nov 1984:$0、"
"57 Ellalong Road Cremorne, NSW, 2090",LOT 26 DP9859,Residential,493,4,4,2,1930,"25 Oct 2018:$4,350,000、5 Oct 2012:$2,300,000、28 Nov 2008:$1,850,000、24 Nov 1999:$1,250,000、"
"286 Military Road Cremorne, NSW, 2090",LOT 1 DP583854,High Density Residential,420,4,2,1,1930,"2 Nov 2018:$3,200,000、5 Aug 2015:$1,932,000、29 Mar 2007:$860,000、6 Mar 1987:$255,000、"
"11 Levick Street Cremorne, NSW, 2090",LOT 7 DP22892,Residential,569,3,1,2,0,"15 Oct 2018:$2,255,000、13 Dec 1985:$158,000、"
"1A Fifth Avenue Cremorne, NSW, 2090",LOT 3 DP1073026,Low Density Residential,237,3,2,1,2001,"23 Oct 2018:$2,325,000、2 Aug 2014:$1,710,000、24 Sep 2004:$1,225,000、"
"50 Murdoch Street Cremorne, NSW, 2090",LOT 1 DP68471,Residential,446,3,1,0,1920,"12 Oct 2018:$2,300,000、3 Sep 1994:$620,000、1 Feb 1991:$475,000、"
"29 Tobruk Avenue Cremorne, NSW, 2090",LOT 14 DP19883,Residential,411,5,3,1,1940,"26 Sep 2018:$2,800,000、29 Apr 2004:$1,600,000、14 Jun 2002:$1,050,000、2 Dec 1985:$250,000、"
"2 Claude Avenue Cremorne, NSW, 2090",LOT 1 DP532950,Residential,310,4,2,2,1935,"15 Sep 2018:$2,550,000、18 Jul 2018:$0、"
"68 Ellalong Road Cremorne, NSW, 2090",LOT 10 DP10291,Residential,534,4,2,2,1940,"12 Sep 2018:$3,600,000、5 Jul 2003:$1,900,000、19 Jul 1991:$495,000、"
"6 Grafton Street Cremorne, NSW, 2090",LOT C DP82471,Low Density Residential,398,3,2,3,0,"12 Sep 2018:$2,365,000、27 Nov 2015:$1,860,000、"
"12 Brightmore Street Cremorne, NSW, 2090",LOT 5 DP300978,Residential,373,4,2,1,1920,"24 Aug 2018:$3,300,000、18 Sep 2010:$1,405,000、13 Dec 1989:$0、"
"11 Davidson Parade Cremorne, NSW, 2090",LOT 2 DP507375,Residential,601,5,3,2,1970,"24 Aug 2018:$3,580,000、20 Apr 2012:$1,525,000、21 Mar 1994:$590,000、15 Feb 1990:$470,000、"
"237 Ben Boyd Road Cremorne, NSW, 2090",LOT B DP437827,Residential,323,0,0,1,0,3 Aug 2018:$0、
"96 Spofforth Street Cremorne, NSW, 2090",LOT 1 DP957949,Residential,339,1,1,1,2015,"4 Jul 2018:$4,000,000、"
"83 Sutherland Street Cremorne, NSW, 2090",LOT 2 DP851844,Residential,205,3,2,1,1990,"18 Aug 2018:$2,150,000、12 Oct 2012:$1,375,000、19 Dec 2008:$1,355,000、8 Dec 2006:$1,310,000、7 Nov 1997:$170,000、22 Mar 1995:$240,000、"
"100 Spofforth Street Cremorne, NSW, 2090",LOT 1 DP978049,Residential,339,1,1,2,2015,"4 Jul 2018:$4,040,000、4 May 2018:$0、10 Jul 2001:$1,300,000、9 Dec 1999:$950,000、"
"12 Florence Street Cremorne, NSW, 2090",LOT 29 DP976699,Residential,390,3,2,1,1910,"29 Jun 2018:$3,050,000、7 Mar 2005:$1,375,000、15 Mar 2003:$1,060,000、5 Dec 1986:$225,000、"
"7 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP966810,Residential,424,3,1,1,0,"2 Jul 2018:$0、18 Mar 2010:$1,700,000、"
"50 Ellalong Road Cremorne, NSW, 2090",LOT 42 DP10291,Residential,721,4,2,4,1933,"16 Jun 2018:$4,125,000、26 Nov 2005:$1,830,000、1 Feb 1995:$720,000、"
"25 Richmond Avenue Cremorne, NSW, 2090",LOT 7 DP5210 SEC C,Residential,702,6,4,3,1930,"1 Jun 2018:$2,950,000、19 Apr 2017:$1,125,000、7 Oct 2016:$0、"
"4/4 Spofforth Street Cremorne, NSW, 2090",LOT 4 SP60826,Residential,710,3,2,2,1999,"25 May 2018:$2,375,000、5 Mar 2007:$120,500、18 Aug 1999:$815,000、"
"24 Illiliwa Street Cremorne, NSW, 2090",LOT A DP170031,Low Density Residential,446,4,3,2,1920,"24 May 2018:$3,775,000、16 Jun 2014:$2,550,000、14 Jul 1993:$425,000、"
"9A Illiliwa Street Cremorne, NSW, 2090",LOT 49 DP5107 SEC A,Residential,329,0,0,1,0,"21 May 2018:$0、15 Jun 2016:$2,225,000、24 Jun 2009:$1,000,000、7 Jun 2005:$2,900,000、"
"14 Fernhurst Avenue Cremorne, NSW, 2090",LOT 10 DP18381,Residential,462,4,2,2,1940,"11 May 2018:$2,750,000、30 Nov 2005:$1,425,000、31 Jan 2003:$1,350,000、11 Jan 1982:$9,999,999、"
"29 Wonga Road Cremorne, NSW, 2090","LOT 76 DP10291 & LOT 1 DP348163 & LOTS A,1 DP360408",Residential,569,4,3,1,0,"9 May 2018:$0、5 Nov 2008:$2,600,000、31 Aug 2007:$2,700,000、"
"3 Bertha Road Cremorne, NSW, 2090",LOT 82 DP3104,Residential,766,8,4,4,0,"5 May 2018:$0、2 Aug 2008:$2,440,000、28 Aug 1992:$400,000、"
"80 Young Street Cremorne, NSW, 2090",LOT 162 DP568723,Residential,202,2,1,1,1920,"21 May 2018:$1,700,000、23 Apr 1990:$0、"
"21 Parraween Street Cremorne, NSW, 2090",LOT 4 DP1227974,[],17,3,1,0,0,"3 May 2018:$16,000、"
"7 Ellalong Road Cremorne, NSW, 2090",LOT 28 DP181223,Low Density Residential,835,4,2,5,1910,"24 Apr 2018:$4,200,000、20 Nov 2014:$2,765,000、25 Aug 2003:$1,985,000、29 Nov 1991:$620,000、"
"2 Winnie Street Cremorne, NSW, 2090",LOT 33 DP537701,Residential,537,2,1,1,0,"23 Mar 2018:$11,000,000、30 Jul 1987:$0、"
"82 Parraween Street Cremorne, NSW, 2090",LOT 1 DP19887,Residential,379,3,1,2,0,"27 Mar 2018:$0、25 May 2001:$781,500、29 Jun 1999:$720,000、29 Nov 1994:$345,000、"
"4 Winnie Street Cremorne, NSW, 2090",LOT 1 DP91451,Residential,537,0,0,0,0,"23 Mar 2018:$11,000,000、30 Jul 1987:$0、"
"104 Grasmere Road Cremorne, NSW, 2090",LOT 38 DP5107 SEC B,Residential,512,4,4,1,1950,"22 Mar 2018:$2,750,000、"
"27 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP936202,Residential,424,4,3,1,0,"17 Mar 2018:$3,015,000、3 Jun 2005:$1,335,000、"
"58 Belgrave Street Cremorne, NSW, 2090",LOT 72 DP231568,Residential,348,4,2,2,1920,"12 Mar 2018:$2,780,000、24 Nov 2001:$697,000、22 Nov 1996:$5,000、27 Jan 1994:$280,000、29 Nov 1993:$280,000、11 Jun 1985:$130,000、"
"1 Fall Street Cremorne, NSW, 2090",LOT 7 DP78947,Residential,585,4,4,2,0,"12 Mar 2018:$4,745,000、5 Mar 2007:$1,450,000、"
"10 Shellbank Parade Cremorne, NSW, 2090",LOT 136 DP10291,Residential,922,4,3,2,1960,"8 Mar 2018:$12,500,000、3 Oct 2008:$8,280,000、20 Dec 2006:$6,950,000、"
"26 Wonga Road Cremorne, NSW, 2090",LOT 97 DP10291,Residential,"1,384",6,7,2,2014,"9 Mar 2018:$18,000,000、9 Mar 2010:$5,500,000、7 Oct 2005:$4,100,000、"
"58 Reynolds Street Cremorne, NSW, 2090",LOT 7 DP10545,Residential,360,4,3,2,1930,"22 Feb 2018:$3,185,000、25 Jul 2008:$1,260,000、29 Oct 2007:$1,210,000、11 Jan 1990:$380,000、"
"106 Benelong Road Cremorne, NSW, 2090",LOT 2 DP947362,Residential,424,3,1,1,1920,"8 Feb 2018:$489,386、6 Sep 1996:$500,000、7 Jul 1983:$144,500、"
"18 Ryries Parade Cremorne, NSW, 2090",LOT 65 DP10291,Residential,519,0,0,0,0,31 Jan 2018:$0、
"13 Wonga Road Cremorne, NSW, 2090",LOT 33 DP31762,Residential,407,0,0,1,0,21 Jan 2018:$0、
"26 Ellalong Road Cremorne, NSW, 2090",LOT 2 DP1186070,Residential,299,4,3,1,1940,"22 Dec 2017:$2,300,000、8 Jun 2011:$37,500、28 Sep 2007:$910,000、4 Dec 2004:$800,000、"
"44 Murdoch Street Cremorne, NSW, 2090",LOT 2 DP110140,Residential,386,3,3,1,2009,"21 Dec 2017:$0、18 Aug 2011:$1,595,000、15 May 2009:$830,000、24 Aug 2007:$645,000、"
"24 Ellalong Road Cremorne, NSW, 2090",LOT B DP18994 & LOT 15 DP221264,Residential,803,6,3,0,1950,"22 Dec 2017:$3,050,000、9 Jun 1995:$600,000、"
"41 Tobruk Avenue Cremorne, NSW, 2090",LOT 4 DP19883,Residential,506,4,4,2,1960,"6 Dec 2017:$4,600,000、21 Sep 2007:$2,450,000、"
"13 Benelong Road Cremorne, NSW, 2090",LOT G DP938165,Residential,436,4,3,2,1930,"2 Dec 2017:$4,065,000、3 Jul 2003:$1,230,000、"
"6/77 Grasmere Road Cremorne, NSW, 2090",LOT 6 SP11891,Residential,"1,185",2,1,0,1980,"6 Nov 2017:$0、18 Jan 1994:$316,500、"
"97 Young Street Cremorne, NSW, 2090",LOT 3 DP310742,Residential,360,3,1,0,1920,13 Nov 2017:$0、
"2A Winnie Street Cremorne, NSW, 2090",LOT 1 DP86457,Residential,354,2,1,1,0,6 Nov 2017:$0、24 Jun 1991:$1、
"20 Benelong Road Cremorne, NSW, 2090",LOT 3 DP964661,Residential,481,4,3,2,0,"4 Nov 2017:$2,930,000、29 Aug 1989:$535,000、"
"70 Benelong Road Cremorne, NSW, 2090",LOT 1 DP513940,Residential,340,3,2,1,1920,2 Nov 2017:$0、
"30 Lloyd Avenue Cremorne, NSW, 2090",LOT 9 DP19883,Residential,550,4,4,4,0,"2 Nov 2017:$6,000,000、29 Aug 2006:$123,333、"
"16 Reed Street Cremorne, NSW, 2090",LOT 2 DP836967,Residential,458,4,2,0,1910,"20 Oct 2017:$2,680,000、1 Aug 2017:$0、21 Aug 1998:$800,000、13 Oct 1983:$200,000、"
"25 Earle Street Cremorne, NSW, 2090",LOT 18 DP979110 SEC 1,Residential,538,2,1,1,1919,"28 Oct 2017:$2,720,000、10 Apr 2017:$0、14 Jun 1991:$0、"
"46 Young Street Cremorne, NSW, 2090",LOT 12 DP1134087,Residential,301,4,3,3,0,"18 Oct 2017:$0、16 Oct 2009:$1,500,000、10 Nov 2003:$1,200,000、"
"28 Ellalong Road Cremorne, NSW, 2090",LOT 1 DP1186070,Residential,291,2,2,1,1960,"9 Oct 2017:$2,010,000、3 Aug 1967:$9,999,999、"
"116 Young Street Cremorne, NSW, 2090",LOT 1 DP500243,Residential,715,4,2,2,1975,"19 Sep 2017:$0、23 Feb 2006:$1,300,000、"
"3 Fernhurst Avenue Cremorne, NSW, 2090",LOT 3 DP18381,Low Density Residential,550,4,2,2,1920,"15 Sep 2017:$3,300,000、9 Nov 2016:$0、14 Jul 1997:$980,000、6 Nov 1989:$585,000、"
"35 Ellalong Road Cremorne, NSW, 2090",LOT A DP411066,Residential,582,4,2,3,1925,"11 Sep 2017:$3,700,000、23 Jun 2000:$720,000、2 Apr 1993:$0、"
"2/12 Reed Street Cremorne, NSW, 2090",LOT 2 SP30912,Residential,850,3,2,2,1986,"11 Sep 2017:$1,650,000、19 Nov 1992:$335,000、"
"65 Belgrave Street Cremorne, NSW, 2090",LOT 1 DP850869,Residential,192,3,1,1,0,"31 Aug 2017:$1,400,000、"
"51 Sutherland Street Cremorne, NSW, 2090",LOT C DP33208,Residential,246,2,2,1,1940,"28 Aug 2017:$1,965,000、7 May 2004:$925,000、1 Sep 1999:$595,000、8 Dec 1987:$265,000、"
"44 Montague Road Cremorne, NSW, 2090",LOT B DP439181,Residential,348,4,2,1,1918,"25 Aug 2017:$2,533,000、17 May 2003:$915,000、"
"12 Richmond Avenue Cremorne, NSW, 2090",LOT 33 DP5210 SEC B,Low Density Residential,683,4,3,2,0,"22 Aug 2017:$1,125,000、25 Jun 2014:$2,325,000、16 Oct 1987:$405,000、"
"11 Shellbank Parade Cremorne, NSW, 2090",LOT 126 DP10291,Residential,474,5,3,2,1940,"18 Aug 2017:$5,700,000、8 Aug 2008:$3,700,000、15 Nov 2002:$2,925,000、28 Feb 2002:$2,375,000、13 Apr 2000:$2,500,000、18 Dec 1995:$900,000、"
"56 Murdoch Street Cremorne, NSW, 2090",LOT 100 DP1237450,[],223,3,1,1,1910,"4 Aug 2017:$2,200,000、"
"15 Brightmore Street Cremorne, NSW, 2090",LOT 1 DP966814,Low Density Residential,424,4,3,2,1920,"31 Jul 2017:$0、16 Sep 2015:$2,800,000、4 May 2011:$2,061,000、10 Nov 2000:$1,100,000、3 Apr 1998:$840,000、27 Sep 1995:$522,000、"
"6 Ryries Parade Cremorne, NSW, 2090",LOT B DP360408,Residential,487,4,3,2,1970,"15 Aug 2017:$4,100,000、28 May 2011:$2,650,000、27 Aug 2005:$1,915,000、1 Jul 1999:$860,000、"
"20 Sutherland Lane Cremorne, NSW, 2090",LOT 2 SP18552,Residential,557,2,2,2,1980,"4 Jul 2017:$0、11 Oct 2013:$1,250,000、18 May 2001:$725,000、14 May 1999:$405,000、"
"9 Illiliwa Street Cremorne, NSW, 2090",LOT 48 DP5107 SEC A,Residential,329,3,1,0,0,"23 Jun 2017:$2,350,000、24 Jun 2009:$1,000,000、7 Jun 2005:$2,900,000、"
"11 Wonga Road Cremorne, NSW, 2090",LOT 34 DP31762,Low Density Residential,411,4,3,2,1970,"30 Jun 2017:$3,175,000、18 Jun 2015:$2,450,000、30 Apr 1996:$775,000、12 Feb 1986:$275,000、"
"2 Levick Street Cremorne, NSW, 2090",LOT 14 DP102964,Residential,417,4,2,0,1920,"25 Jun 2017:$3,200,000、28 Feb 2008:$1,270,000、4 May 1993:$0、"
"62 Rangers Road Cremorne, NSW, 2090",LOT 11 DP830485,Residential,354,3,1,1,1920,"16 Jun 2017:$2,000,000、31 Oct 2002:$880,000、13 Dec 2001:$642,500、20 Aug 1999:$550,000、7 Oct 1993:$330,000、16 Aug 1985:$185,000、"
"1 Davidson Parade Cremorne, NSW, 2090",LOT 161 DP1033121,Low Density Residential,333,4,3,1,1920,"20 Jun 2017:$2,700,000、29 Jun 2015:$2,130,500、24 May 2003:$1,105,000、26 Jul 2001:$975,670、22 Feb 1989:$560,000、"
"34 Cranbrook Avenue Cremorne, NSW, 2090",LOT 22 DP8862,Residential,697,4,2,3,1910,"3 Jun 2017:$4,150,000、8 Apr 2011:$2,275,000、"
"11 Earle Street Cremorne, NSW, 2090",LOT 12 DP977399 SEC 1,Residential,585,5,5,2,1920,"26 May 2017:$4,328,000、19 Nov 2004:$1,810,000、28 Mar 2002:$1,360,000、1 Jul 1984:$0、"
"18 Parraween Street Cremorne, NSW, 2090",LOT 1 DP210491,Residential,196,5,3,0,1920,"24 May 2017:$2,000,000、14 Dec 2010:$1,320,000、24 Aug 1998:$665,000、13 Dec 1996:$550,000、9 Nov 1991:$240,000、"
"25 Ellalong Road Cremorne, NSW, 2090",LOT B DP17491,Residential,450,3,1,3,0,23 May 2017:$0、
"4 Guthrie Avenue Cremorne, NSW, 2090",LOT 16 DP979466,Residential,893,5,3,2,1910,"17 May 2017:$6,575,000、"
"55 Belgrave Street Cremorne, NSW, 2090",LOT B DP38344,Residential,348,3,3,2,1910,"13 May 2017:$2,320,000、6 Jul 2013:$1,220,000、11 Nov 1998:$520,000、17 Dec 1987:$170,000、"
"92 Macpherson Street Cremorne, NSW, 2090",LOT 1 DP313603,Low Density Residential,481,4,2,0,1920,"8 May 2017:$0、28 Nov 2014:$1,845,000、10 Mar 2007:$1,500,000、14 Sep 1984:$137,000、"
"35 Illiliwa Street Cremorne, NSW, 2090",LOT 36 DP306977,Residential,557,4,2,2,1925,"12 May 2017:$3,641,500、20 Apr 2017:$0、11 Sep 1999:$832,000、"
"81 Young Street Cremorne, NSW, 2090",LOT B DP106436,Residential,247,3,2,1,1910,"12 Apr 2017:$2,100,000、17 Mar 2006:$735,000、"
"2 Ryries Parade Cremorne, NSW, 2090",LOT 2 DP360408,Residential,667,4,3,3,2008,"2 May 2017:$4,750,000、5 Jun 2003:$1,625,000、17 Nov 1983:$175,000、"
"30 Bennett Street Cremorne, NSW, 2090",LOT Y DP409970,Residential,651,4,1,2,1960,"6 Apr 2017:$4,030,000、"
"15 Old Lane Cremorne, NSW, 2090",LOT 4 DP867556,Residential,150,1,1,1,1960,"30 Mar 2017:$1,405,000、11 Oct 2001:$480,000、24 Apr 1997:$200,000、"
"38 Montague Road Cremorne, NSW, 2090",LOT B DP442320,Low Density Residential,354,3,2,2,1920,"23 Mar 2017:$2,606,000、7 Sep 2016:$950,000、16 May 2009:$1,250,000、25 Jun 1993:$382,500、11 Jun 1991:$320,000、"
"33 Benelong Road Cremorne, NSW, 2090",LOT 271 DP1023726,Low Density Residential,201,3,2,1,0,"31 Mar 2017:$2,050,000、23 May 2015:$1,800,000、2 Dec 2006:$950,000、21 Feb 2001:$825,000、10 Mar 1998:$635,000、"
"35A Ellalong Road Cremorne, NSW, 2090",LOT B DP411066,Residential,696,3,2,2,1965,"13 Mar 2017:$2,410,000、6 May 2016:$0、"
"63 Benelong Road Cremorne, NSW, 2090",LOT 4 DP572656,Low Density Residential,213,3,2,1,1915,"3 Mar 2017:$2,180,000、18 Mar 2015:$1,510,000、8 Mar 2008:$1,110,000、9 Mar 2000:$555,000、22 Sep 1997:$500,000、15 Apr 1997:$410,000、19 Oct 1993:$305,000、10 Sep 1990:$240,000、"
"64 Young Street Cremorne, NSW, 2090",LOT 1 DP1217342,Residential,366,3,2,1,1910,"3 Mar 2017:$2,800,000、14 Jul 2011:$1,875,000、6 Aug 1992:$0、"
"12 Tobruk Avenue Cremorne, NSW, 2090",LOT 6 DP23880,Residential,500,4,2,2,1980,"25 Feb 2017:$2,622,000、"
"66 Macpherson Street Cremorne, NSW, 2090",LOT 1 DP12587,Low Density Residential,379,3,2,1,1920,"25 Feb 2017:$2,105,000、28 Jan 2016:$0、27 Mar 1998:$550,000、"
"12 Grafton Street Cremorne, NSW, 2090",LOT F DP334553,Low Density Residential,354,4,3,2,1930,"24 Feb 2017:$2,700,000、4 Oct 2013:$1,840,000、27 Mar 2013:$1,610,000、3 Nov 2011:$1,560,000、27 Jul 2002:$1,080,000、22 May 1992:$472,850、10 Apr 1992:$472,850、"
"45 Ellalong Road Cremorne, NSW, 2090",LOT C DP108870,Residential,514,4,3,2,1950,"15 Feb 2017:$4,175,000、12 Jul 2013:$1,530,000、15 Mar 1988:$312,500、"
"1 Tobruk Avenue Cremorne, NSW, 2090",LOT B DP398221,Low Density Residential,386,5,3,1,1950,"20 Feb 2017:$2,250,000、16 Dec 2016:$0、"
"96 Grasmere Road Cremorne, NSW, 2090",LOT 2 DP945430,Residential,502,4,1,1,1920,"15 Feb 2017:$2,870,000、"
"6 Grasmere Road Cremorne, NSW, 2090",LOT 32 DP979110 SEC 1,Low Density Residential,585,4,2,2,1925,"4 Feb 2017:$4,200,000、6 Mar 2014:$2,875,000、12 Feb 2003:$2,145,000、12 May 1995:$420,000、"
"66 Belgrave Street Cremorne, NSW, 2090",LOT B DP164350,Residential,348,2,0,1,0,"8 Feb 2017:$0、24 Apr 1997:$405,000、28 Nov 1992:$335,000、"
"17 Rangers Road Cremorne, NSW, 2090",LOT 15 DP655031,Residential,749,0,0,0,0,"25 Jan 2017:$0、30 Jun 1986:$280,000、"
"84 Parraween Street Cremorne, NSW, 2090",LOT 2 DP19887,High Density Residential,373,3,1,1,0,"19 Dec 2016:$0、10 May 2013:$1,175,000、17 Jan 2013:$1,050,000、"
"27 Harrison Street Cremorne, NSW, 2090",LOT 4 DP85130,High Density Residential,778,0,0,0,0,10 Jan 2017:$0、
"105/59-61 Parraween Street Cremorne, NSW, 2090",LOT 12 SP98666,[],45,2,2,1,2018,"13 Dec 2016:$599,000、"
"4 Lloyd Avenue Cremorne, NSW, 2090",LOT 11 DP577458,Low Density Residential,214,3,1,1,0,"9 Dec 2016:$0、20 Mar 2009:$825,000、23 Oct 1998:$460,000、14 Mar 1997:$380,000、4 Jul 1985:$122,000、"
"2 Fernhurst Avenue Cremorne, NSW, 2090",LOT 16 DP18381,Residential,607,0,0,0,0,"25 Nov 2016:$0、18 May 1996:$715,000、"
"207/59-61 Parraween Street Cremorne, NSW, 2090",LOT 14 SP98666,[],147,3,2,2,2018,"24 Nov 2016:$1,895,000、"
"34A Macpherson Street Cremorne, NSW, 2090",LOT 4 DP1004178,Residential,336,3,2,1,0,"11 Nov 2016:$0、25 May 2013:$1,401,000、15 May 2009:$1,300,000、17 Dec 2003:$1,015,000、7 May 1999:$650,000、1 Jun 1993:$125,000、"
"52 Belgrave Street Cremorne, NSW, 2090",LOT 2 DP1029838,Medium Density Residential,167,2,2,1,1950,"10 Nov 2016:$1,325,000、30 Mar 2005:$670,000、4 Sep 2001:$609,000、"
"7 Fall Street Cremorne, NSW, 2090",LOT 10 DP78947,Low Density Residential,585,4,2,1,1935,"15 Nov 2016:$3,010,000、24 Apr 2001:$1,110,000、"
"7 Oaks Avenue Cremorne, NSW, 2090",LOT 1 DP873563,Low Density Residential,284,3,2,1,1920,"2 Nov 2016:$2,150,000、7 Jul 1998:$375,000、19 Nov 1996:$461,000、"
"7 Shellbank Parade Cremorne, NSW, 2090",LOT 128 DP10291,Environmental Living,493,4,1,1,1940,"24 Oct 2016:$3,805,000、26 May 2016:$0、"
"38 Macpherson Street Cremorne, NSW, 2090",LOT 3 DP5210 SEC B,Low Density Residential,696,5,2,1,1920,"12 Oct 2016:$2,600,000、"
"92 Young Street Cremorne, NSW, 2090",LOT 1 DP575782,Residential,309,2,1,0,1930,26 Sep 2016:$0、
"92A Young Street Cremorne, NSW, 2090",LOT 2 DP575782,Residential,306,2,1,3,0,26 Sep 2016:$0、
"5 Reed Street Cremorne, NSW, 2090",LOT 4 DP635351,Medium Density Residential,591,4,2,1,0,"9 Sep 2016:$1,960,000、31 Jul 1985:$175,000、"
